contigName	contigLen	totalAvgDepth	Specific1_Cen01_95.bam	Specific1_Cen01_95.bam-var	Specific1_Cen03_95.bam	Specific1_Cen03_95.bam-var	Specific1_Cen04_95.bam	Specific1_Cen04_95.bam-var	Specific1_Cen05_95.bam	Specific1_Cen05_95.bam-var	Specific1_Cen06_95.bam	Specific1_Cen06_95.bam-var	Specific1_Cen07_95.bam	Specific1_Cen07_95.bam-var	Specific1_Cen10_95.bam	Specific1_Cen10_95.bam-var	Specific1_Cen12_95.bam	Specific1_Cen12_95.bam-var	Specific1_Cen13_95.bam	Specific1_Cen13_95.bam-var	Specific1_Cen14_95.bam	Specific1_Cen14_95.bam-var	Specific1_Cen15_95.bam	Specific1_Cen15_95.bam-var	Specific1_Cen16_95.bam	Specific1_Cen16_95.bam-var	Specific1_Cen17_95.bam	Specific1_Cen17_95.bam-var
PROKKA_02074 hypothetical protein	768	59.5037	0	0	0	0	0	0	0	0	0	0	0	0	0.190939	0.154734	0	0	35.4029	114.21	10.5405	6.5258	2.16667	2.26228	14.5356	39.8377	0	0
PROKKA_02075 tRNA-Leu(taa)	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02076 Gas vesicle protein	261	35.5732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2613	11.9337	5.27027	0.443408	0.990991	0	15.1441	5.53857	0	0
PROKKA_02077 putative ATPase	1110	65.6394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6115	48.357	9.35729	10.4503	1.27083	0.403278	15.7667	15.7303	0	0
PROKKA_02078 Prolipoprotein diacylglyceryl transferase	801	62.9887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6375	54.6644	9.64977	4.38194	3.28418	7.4295	11.7665	17.1466	0	0
PROKKA_02079 Possibl zinc metallo-peptidase	339	44.818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.672	26.7391	11.8942	10.472	4.50794	1.23984	9.95238	3.42272	0	0
PROKKA_02080 type IV pilus biogenesis/stability protein PilW	411	52.5852	0	0	0	0	0	0	0	0	0	0	0	0	1.09195	0.125405	0	0	26.931	24.8347	9.36399	6.56501	7.65134	4.95617	14.5211	38.3093	0	0
PROKKA_02081 ATP-dependent helicase/nuclease subunit A	2439	62.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0275	83.6465	7.54653	8.11758	3.04107	3.17294	16.329	19.7768	0	0
PROKKA_02082 Vegetative protein 19	2037	64.9037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.3911	56.1939	8.81452	5.83181	2.48967	2.41237	16.399	9.98012	0	0
PROKKA_02083 30S ribosomal protein S7	471	61.8505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4268	14.4124	11.1745	7.77152	3.67913	1.05146	17.2399	14.7786	0	0
PROKKA_02084 30S ribosomal protein S12	372	49.3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.6847	37.1103	5.67568	5.00371	0	0	18.6667	8.24893	0	0
PROKKA_02085 DNA-directed RNA polymerase subunit beta'	4182	76.3084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.4385	39.641	7.4752	11.002	2.46106	4.27216	17.5888	15.0349	0	0
PROKKA_02086 DNA-directed RNA polymerase subunit beta	3960	76.0414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.4525	84.1598	8.97428	10.2837	3.14934	3.71044	16.1562	26.51	0	0
PROKKA_02087 hypothetical protein	936	66.8669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8779	48.2693	7.57252	14.842	2.38804	2.29157	17.9733	9.05735	0	0
PROKKA_02088 50S ribosomal protein L1	693	71.5545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5341	90.3264	13.291	8.18838	2.34991	0.565678	14.9411	34.5881	0	0
PROKKA_02089 50S ribosomal protein L11	426	58.2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0217	27.4651	6.57971	0.925214	0.543478	0.248682	17.3696	24.9607	0	0
PROKKA_02090 hypothetical protein	537	70.7849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.6253	19.0813	7.37468	4.11605	3.86822	0.692626	19.2481	17.3275	0	0
PROKKA_02091 preprotein translocase subunit SecE	195	22.9478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.1111	0	2.4	0	1.8	0	10.2889	0	0	0
PROKKA_02092 tRNA-Trp(cca)	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02093 50S ribosomal protein L33	150	10.8067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24	0.985459	0.993333	0	0.953333	0.0197316	2.62	0.323087	0	0
PROKKA_02094 Hpt domain protein	327	50.8328	0	0	0	0	0	0	0	0	0	0	0	0	0.474576	0.25122	0	0	36.5932	55.1402	6.18644	1.19633	2.18079	0.753145	15.339	8.80534	0	0
PROKKA_02095 Signal transduction histidine-protein kinase BarA	3240	67.0745	0	0	0	0	0	0	0	0	0	0	0	0	0.0967638	0.135476	0	0	39.9327	48.8879	8.52201	12.5582	2.22945	3.05241	17.045	21.2157	0	0
PROKKA_02096 Bacteriophytochrome cph2	1005	73.8757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.6819	91.5461	7.2117	5.11817	2.34269	1.99746	19.6304	26.2306	0	0
PROKKA_02097 hypothetical protein	639	72.1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.8507	74.1858	5.87935	3.97707	0.419223	0.247342	22.0675	77.3512	0	0
PROKKA_02098 hypothetical protein	447	57.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2593	68.6155	12.6465	24.5143	0.895623	0.154609	15.8956	4.61569	0	0
PROKKA_02099 hypothetical protein	645	67.8171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.9818	84.0338	8.70505	1.85705	2.40606	1.24052	15.4667	19.3335	0	0
PROKKA_02100 hypothetical protein	216	29.8662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8182	0.171795	4.90909	0	1.98485	0	8.87879	0	0.939394	0
PROKKA_02101 multidrug resistance protein	1605	60.8634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.411	62.3163	6.39863	5.39549	1.80206	2.82072	16.6997	20.2145	0	0
PROKKA_02102 hypothetical protein	660	66.8729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6784	35.088	15.3882	10.8143	1.66667	1.33265	12.6784	17.1408	0	0
PROKKA_02103 putative regulatory protein, FmdB family	288	44.9439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.6087	38.5958	4.57971	1.4671	1.94928	1.44504	10.0797	2.70734	0	0
PROKKA_02104 hypothetical protein	273	50.1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.7317	26.2339	11.0163	6.88285	2.55285	0.445955	12.9756	6.7497	0	0
PROKKA_02105 hypothetical protein	621	62.6524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.4713	15.5438	10.6773	6.90409	3.91507	8.52073	17.1932	6.06538	0	0
PROKKA_02106 Protease HtpX	885	73.3457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.1102	92.9463	13.0544	21.7227	4.15374	3.8906	12.4816	4.71643	0	0
PROKKA_02107 putative copper-binding protein	423	57.1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.4176	84.8806	6.19048	1.47263	1.53114	0.572963	14.293	7.05099	0	0
PROKKA_02108 squalene synthase HpnD	1011	64.0576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.338	57.0648	5.78397	1.3595	2.89082	4.53327	14.6202	11.7053	0	0
PROKKA_02109 4Fe-4S dicluster domain protein	282	47.0605	0	0	0	0	0	0	0	0	0	0	0	0	1.87121	0.168402	0	0	32.1818	34.2669	8.17424	3.13041	2.46212	0.675688	14.7121	8.24151	0	0
PROKKA_02110 hypothetical protein	414	45.6139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5985	31.4876	6.38258	2.46525	1.64394	0.396344	20.9697	18.7044	0	0
PROKKA_02111 AaFd4	372	55.4526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.9189	43.8913	13.2297	11.9951	1.73423	0.802191	15.8514	18.8334	0.364865	0.232787
PROKKA_02112 hypothetical protein	237	34.3213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.9195	17.0725	3.47126	0.566427	3.55172	0.202085	6.03448	0.620155	0	0
PROKKA_02113 Alanine dehydrogenase	1104	56.8856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3113	57.7192	10.2023	11.9764	3.6174	3.86563	10.8187	12.4577	0	0
PROKKA_02114 tRNA-Pro(cgg)	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02115 Acylphosphatase	297	60.7052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.0408	92.236	8.27211	2.1806	6.20408	2.4747	12.483	3.43305	0	0
PROKKA_02116 RNA polymerase sigma factor RpoD	972	63.2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.3345	11.4066	8.62165	5.95319	3.26642	1.94651	14.6448	12.8336	0	0
PROKKA_02117 Adenine phosphoribosyltransferase	516	66.7348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.9618	50.6674	7.43169	1.76966	4.56011	2.04249	15.0929	29.2259	0	0
PROKKA_02118 General stress protein 16O	558	55.4748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5245	33.7981	9.875	14.3338	1.29902	1.40914	19.4828	17.2735	0	0
PROKKA_02119 7-cyano-7-deazaguanine synthase	687	55.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.8361	32.0112	7.71695	4.1088	1.72812	3.07147	11.4898	13.3805	0	0
PROKKA_02120 hypothetical protein	138	6.23188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42029	0.0906062	0	0	0	0	1.81159	0	0	0
PROKKA_02121 cytochrome c oxidase, cbb3-type, subunit III	429	35.9039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9176	49.7855	7.26882	1.51554	0	0	9.17204	4.90154	0	0
PROKKA_02122 SPFH domain / Band 7 family protein	843	56.4048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.342	98.7068	6.36797	2.1957	1.09668	0.663743	21.4156	10.7531	0	0
PROKKA_02123 hypothetical protein	738	72.0493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.3401	51.8014	9.5034	6.00051	3.2381	1.87684	19.2092	25.2161	0	0
PROKKA_02124 hypothetical protein	921	65.4953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.904	22.0337	7.06355	14.073	2.36835	1.72223	13.904	8.23226	0.19585	0.157699
PROKKA_02125 hypothetical protein	351	58.7398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.6766	79.1043	10.3781	8.78079	3.29851	1.5196	16.5025	14.3953	0	0
PROKKA_02126 4-alpha-glucanotransferase	2277	68.2527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.677	46.0817	8.86037	17.6255	3.05736	3.30893	16.7687	22.1334	0	0
PROKKA_02127 Sensor protein ZraS	1164	61.6937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.0434	38.2815	8.47535	8.70429	1.4142	0.963418	15.6331	30.8181	0.233728	0.181363
PROKKA_02128 Transcriptional regulatory protein ZraR	1401	73.459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.1351	78.3897	8.47082	8.70696	2.54197	2.06256	15.3437	11.9821	0	0
PROKKA_02129 hypothetical protein	456	49.8216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.6405	36.0978	4.43791	7.81765	0.866013	0.411668	16.5131	4.9072	0	0
PROKKA_02130 AsnC family protein	243	49.2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.8925	16.4187	6.3871	0.251987	2	0	15.2366	2.65521	0	0
PROKKA_02131 hypothetical protein	1656	76.9991	0	0	0	0	0	0	0	0	0	0	0	0	0.200531	0.160421	0	0	48.5299	75.6732	8.66467	7.93795	3.12683	3.39479	18.247	9.05568	0	0
PROKKA_02132 tRNA-Arg(cct)	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02133 hypothetical protein	414	54.7326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.0758	254.653	5.70076	1.59074	2.11742	0.279929	19.0152	5.88501	0	0
PROKKA_02134 hypothetical protein	1377	72.1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.7498	129.675	9.1793	25.3564	1.65363	2.91321	21.3146	32.1	0.243684	0.260741
PROKKA_02135 gliding-associated putative ABC transporter substrate-binding component GldG	1530	74.4202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.9319	81.6896	9.23188	7.4766	3.31377	5.63936	16.8094	16.4902	0	0
PROKKA_02136 gliding motility-associated ABC transporter permease protein GldF	771	76.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.6473	55.1512	10.6296	3.96368	0.861514	0.469631	19.2689	55.1593	0	0
PROKKA_02137 putative ABC transporter ATP-binding protein YxlF	996	62.4166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.2423	56.9628	7.95272	2.16532	0.176123	0.146805	17.5993	11.5723	0	0
PROKKA_02138 hypothetical protein	342	38.3469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4167	9.06764	11.3698	4.85054	1.57812	1.87868	10.8958	6.18583	0	0
PROKKA_02139 Peptidoglycan-associated lipoprotein precursor	330	52.0466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.7333	16.7667	8.65	2.78771	1.91667	0.448759	10.0778	2.80754	0.677778	0.219615
PROKKA_02140 hypothetical protein	627	76.4344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.2034	37.3173	6.43816	2.33857	2.6457	2.00174	22.6939	25.1693	0	0
PROKKA_02141 RlpA-like protein precursor	672	65.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.749	87.0885	9.59579	8.34479	1.5613	2.62818	13.8276	6.59917	0	0
PROKKA_02142 hypothetical protein	216	37.4098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.1364	0.713286	8.09091	0.23986	0.969697	0	17.8333	0.171795	0	0
PROKKA_02143 putative lyase	849	69.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.7439	44.7947	5.02289	2.6887	4.74106	1.80396	14.1059	44.644	0	0
PROKKA_02144 hypothetical protein	453	61.8337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.3366	32.2481	7.14521	17.396	2.29043	0.606847	16.1254	12.056	0	0
PROKKA_02145 putative oxidoreductase/HEAT repeat-containing protein	1302	70.3008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.0139	47.0049	5.81684	5.38294	2.68663	2.06193	20.8958	20.0458	0	0
PROKKA_02146 Maltodextrin phosphorylase	2157	70.4403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.994	59.1666	9.15396	16.0041	2.36074	2.0881	16.1465	20.1442	0	0
PROKKA_02147 hypothetical protein	861	72.5951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.9325	32.9529	11.6301	10.3544	1.14346	0.341954	16.4233	8.37094	0	0
PROKKA_02148 ATP-dependent DNA helicase PcrA	2052	69.8502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.3344	76.6922	7.2571	7.16895	2.88013	4.60847	17.6498	26.8067	0	0
PROKKA_02149 hypothetical protein	930	67.2059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.1154	75.8524	6.02308	4.83253	1.97692	3.61856	17.0731	33.2162	0	0
PROKKA_02150 tRNA-Tyr(gta)	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02151 tRNA-Gly(tcc)	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02152 tRNA-Thr(ggt)	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02153 hypothetical protein	180	9.27024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2	0	6.06667	0	0	0	6.7	0	0	0
PROKKA_02154 hypothetical protein	291	58.463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.922	39.6724	5.80142	1.73293	6.0922	3.1386	18	9.53778	0	0
PROKKA_02155 Pilus assembly protein, PilP	669	69.9421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.7418	70.7019	6.96339	7.61565	4.75337	6.51204	19.1484	4.35952	0	0
PROKKA_02156 Pilus assembly protein, PilO	612	66.8183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.2468	87.1857	8.671	3.66407	4.84848	1.85062	22.0584	56.8984	0	0
PROKKA_02157 Fimbrial assembly protein (PilN)	552	71.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.5721	152.984	10.5149	13.3473	1.38557	1.18014	18.1841	6.0518	0	0
PROKKA_02158 Cell division protein FtsA	1110	76.0394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.3031	58.7948	10.926	33.6487	2.89583	1.4431	15.6562	41.2894	0	0
PROKKA_02159 MerR family regulatory protein	219	39.1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3478	0.173913	9.73913	0	1	0	21.6957	0.0285593	0	0
PROKKA_02160 glmZ(sRNA)-inactivating NTPase	867	82.8802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.0809	86.6968	8.69596	3.40387	2.7113	2.05679	17.3933	9.49385	0	0
PROKKA_02161 Ribosome hibernation promoting factor	552	75.7623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.3657	58.5639	10.8085	10.0827	1.44776	1.71122	19.6642	25.9383	0	0
PROKKA_02162 RNA polymerase sigma-54 factor 2	1512	71.7313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.4068	47.286	6.87665	10.7607	3.19163	3.39875	19.0793	56.6022	0	0
PROKKA_02163 Lipopolysaccharide export system ATP-binding protein LptB	786	66.9579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.4088	81.6604	6.88208	6.64629	3.46541	6.34418	18.8459	17.3882	0	0
PROKKA_02164 lipopolysaccharide transport periplasmic protein LptA	576	77.1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.0493	88.3295	10.4742	4.79176	0	0	17.892	13.1926	0	0
PROKKA_02165 Lipopolysaccharide-assembly, LptC-related	573	67.666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.2719	65.8761	5.48227	3.00403	2.32151	1.09083	16.1277	9.84198	0	0
PROKKA_02166 hypothetical protein	468	68.8314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.2453	42.196	9.71384	4.61647	0.783019	0.530057	22.5818	13.1902	0	0
PROKKA_02167 DNA-directed RNA polymerase subunit alpha	1005	76.4982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.1181	96.223	7.66199	4.55544	2.38947	2.17275	15.4257	14.3485	0	0
PROKKA_02168 30S ribosomal protein S4	627	76.8663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.2264	37.8628	8.55346	10.9805	2.66876	3.60364	21.9958	11.2856	0	0
PROKKA_02169 30S ribosomal protein S11	384	52.6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.3889	58.1691	8	1.52342	1.27778	1.77105	12.7906	5.00855	0	0
PROKKA_02170 hypothetical protein	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02171 hypothetical protein	1392	71.5321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.8172	56.416	10.504	6.2673	1.12802	1.23052	15.0765	16.9037	0	0
PROKKA_02172 hypothetical protein	969	67.9135	0	0	0	0	0	0	0	0	0	0	0	0	0.367521	0.51911	0	0	41.4457	79.0875	7.44078	5.90931	4.36874	4.72736	17.1612	32.6575	0	0
PROKKA_02173 hypothetical protein	270	40.9274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.275	24.0437	4.59167	2.2014	3.04167	0.420098	13.825	8.26883	0	0
PROKKA_02174 Small-conductance mechanosensitive channel	1686	67.6092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.2565	153.711	8.5625	6.02705	2.95833	2.83918	18.3555	15.5168	0	0
PROKKA_02175 potassium/proton antiporter	1275	84.2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.5609	62.9717	11.8658	15.6417	2.944	2.19304	24.4533	13.5357	0	0
PROKKA_02176 ACT domain-containing protein	414	50.7509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.4545	57.0789	8.04545	1.3415	1.36742	0.382475	14.5379	8.06079	0	0
PROKKA_02177 Isochorismatase family protein YecD	591	48.6086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.0113	16.1752	4.02721	3.18321	2.92063	2.03232	14.4649	61.3304	0	0
PROKKA_02178 Nicotinate phosphoribosyltransferase pncB2	1335	65.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.708	100.789	8.11561	4.56199	3.40759	8.60068	16.8143	17.558	0.124895	0.111282
PROKKA_02179 FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	564	61.9439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.8019	36.0342	6.35749	6.30991	4.9058	1.24095	17.058	6.80102	0	0
PROKKA_02180 hypothetical protein	447	73.1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.8418	189.94	13.8081	10.252	3.21549	1.52786	12.7576	10.5454	0	0
PROKKA_02181 Alcohol dehydrogenase	999	73.9722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.1673	63.3132	9.87397	10.1706	3.26148	4.30767	19.6855	31.0071	0	0
PROKKA_02182 hypothetical protein	993	56.5943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.8541	23.1318	8.24318	3.73544	3.30486	2.01738	13.516	10.7027	0	0
PROKKA_02183 L-threonine 3-dehydrogenase	1035	67.6022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.5943	95.4042	9.78757	5.4495	1.48136	1.94912	15.3831	13.2541	0	0
PROKKA_02184 2-amino-3-ketobutyrate coenzyme A ligase	1191	70.9622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.561	28.9409	9.14697	4.46496	3.82517	2.50985	14.7887	14.3495	0	0
PROKKA_02185 putative phospholipid-binding lipoprotein MlaA precursor	969	60.7545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8303	130.79	7.96947	5.93399	1.94505	1.47573	11.5775	4.94214	0	0
PROKKA_02186 tol-pal system protein YbgF	402	62.0378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	61.2218	10.6071	10.3333	2.8254	0.952189	12.127	6.77764	0	0
PROKKA_02187 monoglyceride lipase	756	58.8294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.5726	29.6	7.42244	12.2453	2.69142	3.85669	13.5033	43.5304	0	0
PROKKA_02188 Transcriptional regulatory protein AfsQ1	1056	57.0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.0364	52.0717	8.21192	11.5505	2.95695	0.5306	12.9779	15.6106	0	0
PROKKA_02189 Hpt domain protein	945	61.8407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7283	67.9597	6.96604	10.2733	2.61635	1.95756	19.2226	17.9924	0	0
PROKKA_02190 putative secretion ATPase, PEP-CTERM locus subfamily	810	68.4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.7561	33.6219	9.2803	22.4773	4.22273	6.90977	15.7606	18.0256	0	0
PROKKA_02191 Cyclic di-GMP phosphodiesterase response regulator RpfG	2202	74.9525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.3913	66.7404	8.05263	15.4184	3.22661	3.81197	20.4284	26.9354	0.117934	0.105564
PROKKA_02192 hypothetical protein	516	55.1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.694	56.7727	4.85519	0.570976	1.42077	1.73523	19.3934	15.3556	0	0
PROKKA_02193 UDP-3-O-acylglucosamine N-acyltransferase	1074	66.0609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2695	53.1105	6.85281	10.1191	3.20455	3.27696	16.2089	10.3745	0	0
PROKKA_02194 Acyl carrier protein	306	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.8013	50.0269	9.10897	1.52899	3.58974	0.563609	15.0385	10.5364	0	0
PROKKA_02195 3-oxoacyl-[acyl-carrier-protein] synthase 2	1257	72.1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.0235	89.7586	8.85005	7.78933	1.89612	2.28265	15.6486	13.0152	0	0
PROKKA_02196 lipopolysaccharide ABC transporter permease	1095	69.659	0	0	0	0	0	0	0	0	0	0	0	0	0.31746	0.217677	0	0	44.0804	98.4775	8.92593	10.5015	3.71429	4.55182	15.1725	25.8356	0	0
PROKKA_02197 Lipopolysaccharide export system permease protein LptF	1089	63.0803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.8658	31.7859	6.89031	8.63377	3.26305	2.87537	18.3866	33.0429	0	0
PROKKA_02198 Cold shock protein CspB	204	25.8194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.963	0	5.68518	0	0.981481	0	14.7407	0	0	0
PROKKA_02199 hypothetical protein	771	77.3121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.4525	33.4429	8.87118	16.6853	5.56522	3.77475	22.7327	5.70769	0	0
PROKKA_02200 hypothetical protein	393	64.5389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.4156	92.8093	11.6379	13.1475	3.7572	3.59352	20.9218	9.96227	0	0
PROKKA_02201 hypothetical protein	603	65.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8102	48.4707	10.6313	16.2449	2.22075	1.57479	15.479	4.6244	0	0
PROKKA_02202 Patatin-like phospholipase	1467	77.4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.8155	63.9151	10.8724	10.6907	2.81701	3.33983	17.9757	9.1775	0	0
PROKKA_02203 Patatin-like phospholipase	2739	67.4287	0	0	0	0	0	0	0	0	0	0	0	0	0.0544612	0.0515115	0	0	42.0939	54.3184	8.75473	17.6027	2.04712	2.67915	15.3801	13.1565	0	0
PROKKA_02204 hypothetical protein	1290	58.7273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.1228	54.6685	7.3114	5.45003	1.56316	1.07961	15.5132	23.2	0	0
